"2026-02-20T18:18:01Z";"CREATE_CHEST";"{"chest":{"location":{"world":"world","x":-37.0,"y":-64.0,"z":50.0},"createdAt":1771611481649,"expireAt":1771612081649,"owner":{"name":"Cyamos","op":true,"id":"1de070bb-21b2-4a9f-be5e-93a0ec3683b4","entity-id":1,"location":{"world":"world","x":-36.5,"y":-130.75784653306337,"z":50.5,"yaw":-30.306234,"pitch":4.0501585}},"isProtected":false,"inventory":{"type":"CHEST","size":9,"content":[{"DataVersion":4671,"id":"minecraft:birch_log","count":11,"schema_version":1},{"DataVersion":4671,"id":"minecraft:stripped_birch_log","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:oak_log","count":24,"schema_version":1},{"DataVersion":4671,"id":"minecraft:grass_block","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:oak_sapling","count":8,"schema_version":1},{"DataVersion":4671,"id":"minecraft:bone_meal","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:creeper_spawn_egg","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:wooden_axe","count":1,"components":{"minecraft:damage":"6"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:stone_axe","count":1,"components":{"minecraft:damage":"46"},"schema_version":1}]}}}"
"2026-02-20T18:28:00Z";"DESTROY_CHEST";"{"chest":{"location":{"world":"world","x":-37.0,"y":-64.0,"z":50.0},"createdAt":1771611481649,"expireAt":1771612081649,"owner":{"name":"Cyamos","op":true,"id":"1de070bb-21b2-4a9f-be5e-93a0ec3683b4","entity-id":1,"location":{"world":"world","x":-56.30000001192093,"y":56.92034757969876,"z":-33.30000001192093,"yaw":167.55475,"pitch":3.450193}},"isProtected":false,"inventory":{"type":"CHEST","size":9,"content":[{"DataVersion":4671,"id":"minecraft:birch_log","count":11,"schema_version":1},{"DataVersion":4671,"id":"minecraft:stripped_birch_log","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:oak_log","count":24,"schema_version":1},{"DataVersion":4671,"id":"minecraft:grass_block","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:oak_sapling","count":8,"schema_version":1},{"DataVersion":4671,"id":"minecraft:bone_meal","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:creeper_spawn_egg","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:wooden_axe","count":1,"components":{"minecraft:damage":"6"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:stone_axe","count":1,"components":{"minecraft:damage":"46"},"schema_version":1}]}},"reason":"EXPIRATION","extra":{"item-drops":false}}"
"2026-02-20T19:28:39Z";"CREATE_CHEST";"{"chest":{"location":{"world":"world","x":-42.0,"y":70.0,"z":-237.0},"createdAt":1771615719391,"expireAt":1771616319391,"owner":{"name":"Knite6300","op":false,"id":"6da9d4c1-f01b-40d0-ba28-5d3a4772b5a6","entity-id":275,"location":{"world":"world","x":-41.416427756690375,"y":70.0,"z":-236.69999998807907,"yaw":144.88867,"pitch":63.899956}},"isProtected":false,"inventory":{"type":"CHEST","size":36,"content":[{"DataVersion":4671,"id":"minecraft:diamond_sword","count":1,"components":{"minecraft:damage":"136"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:diamond_pickaxe","count":1,"components":{"minecraft:damage":"276"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:stone_axe","count":1,"components":{"minecraft:damage":"87"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:amethyst_block","count":53,"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_shovel","count":1,"components":{"minecraft:damage":"48"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:spruce_log","count":17,"schema_version":1},{"DataVersion":4671,"id":"minecraft:spruce_planks","count":32,"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_pickaxe","count":1,"components":{"minecraft:damage":"88"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:sand","count":38,"schema_version":1},{"DataVersion":4671,"id":"minecraft:raw_iron","count":17,"schema_version":1},{"DataVersion":4671,"id":"minecraft:cobblestone","count":22,"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_ingot","count":40,"schema_version":1},{"DataVersion":4671,"id":"minecraft:white_bed","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:copper_ingot","count":18,"schema_version":1},{"DataVersion":4671,"id":"minecraft:arrow","count":33,"schema_version":1},{"DataVersion":4671,"id":"minecraft:redstone","count":64,"schema_version":1},{"DataVersion":4671,"id":"minecraft:bone","count":29,"schema_version":1},{"DataVersion":4671,"id":"minecraft:string","count":4,"schema_version":1},{"DataVersion":4671,"id":"minecraft:stick","count":16,"schema_version":1},{"DataVersion":4671,"id":"minecraft:shears","count":1,"components":{"minecraft:damage":"8"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:wheat","count":3,"schema_version":1},{"DataVersion":4671,"id":"minecraft:loom","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:gunpowder","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:firefly_bush","count":9,"schema_version":1},{"DataVersion":4671,"id":"minecraft:amethyst_block","count":25,"schema_version":1},{"DataVersion":4671,"id":"minecraft:diamond","count":10,"schema_version":1},{"DataVersion":4671,"id":"minecraft:beetroot_seeds","count":4,"schema_version":1},{"DataVersion":4671,"id":"minecraft:white_wool","count":10,"schema_version":1},{"DataVersion":4671,"id":"minecraft:wheat_seeds","count":13,"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_boots","count":1,"components":{"minecraft:damage":"79"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_leggings","count":1,"components":{"minecraft:damage":"99"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_chestplate","count":1,"components":{"minecraft:damage":"99"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_helmet","count":1,"components":{"minecraft:damage":"80"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:torch","count":2,"schema_version":1}]}}}"
"2026-02-20T19:29:18Z";"DESTROY_CHEST";"{"chest":{"location":{"world":"world","x":-42.0,"y":70.0,"z":-237.0},"createdAt":1771615719391,"expireAt":1771616319391,"owner":{"name":"Knite6300","op":false,"id":"6da9d4c1-f01b-40d0-ba28-5d3a4772b5a6","entity-id":275,"location":{"world":"world","x":-41.64479845623889,"y":70.0,"z":-235.2676247964857,"yaw":-172.5,"pitch":41.549984}},"isProtected":false,"inventory":{"type":"CHEST","size":36,"content":[]}},"reason":"PLAYER","extra":{"player":{"name":"Knite6300","op":false,"id":"6da9d4c1-f01b-40d0-ba28-5d3a4772b5a6","entity-id":275,"location":{"world":"world","x":-41.64479845623889,"y":70.0,"z":-235.2676247964857,"yaw":-172.5,"pitch":41.549984}}}}"
"2026-02-20T19:37:57Z";"CREATE_CHEST";"{"chest":{"location":{"world":"world","x":-50.0,"y":66.0,"z":-235.0},"createdAt":1771616277536,"expireAt":1771616877536,"owner":{"name":"Knite6300","op":false,"id":"6da9d4c1-f01b-40d0-ba28-5d3a4772b5a6","entity-id":275,"location":{"world":"world","x":-49.32027955191752,"y":66.0,"z":-234.35773353512636,"yaw":-33.750866,"pitch":20.400084}},"isProtected":false,"inventory":{"type":"CHEST","size":36,"content":[{"DataVersion":4671,"id":"minecraft:diamond_sword","count":1,"components":{"minecraft:damage":"136"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:diamond_pickaxe","count":1,"components":{"minecraft:damage":"356"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:spruce_planks","count":32,"schema_version":1},{"DataVersion":4671,"id":"minecraft:spruce_log","count":17,"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_shovel","count":1,"components":{"minecraft:damage":"48"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:amethyst_block","count":64,"schema_version":1},{"DataVersion":4671,"id":"minecraft:stone_axe","count":1,"components":{"minecraft:damage":"87"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:amethyst_block","count":44,"schema_version":1},{"DataVersion":4671,"id":"minecraft:sand","count":38,"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_pickaxe","count":1,"components":{"minecraft:damage":"102"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:white_wool","count":10,"schema_version":1},{"DataVersion":4671,"id":"minecraft:wheat_seeds","count":13,"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_boots","count":1,"components":{"minecraft:damage":"79"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_leggings","count":1,"components":{"minecraft:damage":"99"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_chestplate","count":1,"components":{"minecraft:damage":"99"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_helmet","count":1,"components":{"minecraft:damage":"80"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:torch","count":2,"schema_version":1},{"DataVersion":4671,"id":"minecraft:beetroot_seeds","count":4,"schema_version":1},{"DataVersion":4671,"id":"minecraft:diamond","count":10,"schema_version":1},{"DataVersion":4671,"id":"minecraft:amethyst_block","count":64,"schema_version":1},{"DataVersion":4671,"id":"minecraft:firefly_bush","count":9,"schema_version":1},{"DataVersion":4671,"id":"minecraft:gunpowder","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:loom","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:wheat","count":3,"schema_version":1},{"DataVersion":4671,"id":"minecraft:shears","count":1,"components":{"minecraft:damage":"8"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:stick","count":16,"schema_version":1},{"DataVersion":4671,"id":"minecraft:raw_iron","count":17,"schema_version":1},{"DataVersion":4671,"id":"minecraft:cobblestone","count":22,"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_ingot","count":40,"schema_version":1},{"DataVersion":4671,"id":"minecraft:white_bed","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:copper_ingot","count":18,"schema_version":1},{"DataVersion":4671,"id":"minecraft:arrow","count":33,"schema_version":1},{"DataVersion":4671,"id":"minecraft:redstone","count":64,"schema_version":1},{"DataVersion":4671,"id":"minecraft:bone","count":29,"schema_version":1},{"DataVersion":4671,"id":"minecraft:string","count":4,"schema_version":1}]}}}"
"2026-02-20T19:39:09Z";"DESTROY_CHEST";"{"chest":{"location":{"world":"world","x":-50.0,"y":66.0,"z":-235.0},"createdAt":1771616277536,"expireAt":1771616877536,"owner":{"name":"Knite6300","op":false,"id":"6da9d4c1-f01b-40d0-ba28-5d3a4772b5a6","entity-id":275,"location":{"world":"world","x":-49.64306545814954,"y":66.0,"z":-232.73917197770203,"yaw":-175.79959,"pitch":34.199947}},"isProtected":false,"inventory":{"type":"CHEST","size":36,"content":[]}},"reason":"PLAYER","extra":{"player":{"name":"Knite6300","op":false,"id":"6da9d4c1-f01b-40d0-ba28-5d3a4772b5a6","entity-id":275,"location":{"world":"world","x":-49.64306545814954,"y":66.0,"z":-232.73917197770203,"yaw":-175.79959,"pitch":34.199947}}}}"
"2026-02-21T00:15:23Z";"CREATE_CHEST";"{"chest":{"location":{"world":"world","x":-34.0,"y":59.0,"z":-245.0},"createdAt":1771632923422,"expireAt":1771633523422,"owner":{"name":"Knite6300","op":false,"id":"6da9d4c1-f01b-40d0-ba28-5d3a4772b5a6","entity-id":321,"location":{"world":"world","x":-33.69999998807907,"y":59.0,"z":-244.25664794787127,"yaw":-77.54928,"pitch":37.649998}},"isProtected":false,"inventory":{"type":"CHEST","size":36,"content":[{"DataVersion":4671,"id":"minecraft:diamond_sword","count":1,"components":{"minecraft:damage":"514"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:diamond_pickaxe","count":1,"components":{"minecraft:damage":"53"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:diamond_hoe","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:diamond_hoe","count":1,"components":{"minecraft:attribute_modifiers":"[{amount:2.5d,id:\"vane_trifles:sickles.item_diamond_sickle.attack_damage\",operation:\"add_value\",slot:\"hand\",type:\"minecraft:attack_damage\"},{amount:2.5d,id:\"vane_trifles:sickles.item_diamond_sickle.attack_speed\",operation:\"add_value\",slot:\"hand\",type:\"minecraft:attack_speed\"}]","minecraft:custom_model_data":"{floats:[7733256.0f]}","minecraft:custom_data":"{PublicBukkitValues:{\"vane:custom_item_identifier\":\"vane_trifles:diamond_sickle\",\"vane:custom_item_version\":1}}","minecraft:item_name":"{italic:0b,translate:\"vane_trifles.sickles.item_diamond_sickle.name\"}","minecraft:damage":"16"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_axe","count":1,"components":{"minecraft:damage":"137"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:white_bed","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:bread","count":4,"schema_version":1},{"DataVersion":4671,"id":"minecraft:spruce_boat","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:diamond","count":2,"schema_version":1},{"DataVersion":4671,"id":"minecraft:string","count":27,"schema_version":1},{"DataVersion":4671,"id":"minecraft:dirt","count":57,"schema_version":1},{"DataVersion":4671,"id":"minecraft:spruce_log","count":40,"schema_version":1},{"DataVersion":4671,"id":"minecraft:spruce_planks","count":42,"schema_version":1},{"DataVersion":4671,"id":"minecraft:oak_leaves","count":4,"schema_version":1},{"DataVersion":4671,"id":"minecraft:cobbled_deepslate","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:stick","count":59,"schema_version":1},{"DataVersion":4671,"id":"minecraft:flint_and_steel","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:coal","count":55,"schema_version":1},{"DataVersion":4671,"id":"minecraft:crafting_table","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:cobblestone","count":31,"schema_version":1},{"DataVersion":4671,"id":"minecraft:peony","count":10,"schema_version":1},{"DataVersion":4671,"id":"minecraft:lead","count":6,"schema_version":1},{"DataVersion":4671,"id":"minecraft:bucket","count":3,"schema_version":1},{"DataVersion":4671,"id":"minecraft:mossy_cobblestone","count":64,"schema_version":1},{"DataVersion":4671,"id":"minecraft:cobblestone","count":64,"schema_version":1},{"DataVersion":4671,"id":"minecraft:copper_ingot","count":34,"schema_version":1},{"DataVersion":4671,"id":"minecraft:mossy_cobblestone","count":46,"schema_version":1},{"DataVersion":4671,"id":"minecraft:shears","count":1,"components":{"minecraft:damage":"27"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:diorite","count":5,"schema_version":1},{"DataVersion":4671,"id":"minecraft:spruce_sapling","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:wheat_seeds","count":48,"schema_version":1},{"DataVersion":4671,"id":"minecraft:diamond_boots","count":1,"components":{"minecraft:damage":"34"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:diamond_leggings","count":1,"components":{"minecraft:damage":"34"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:diamond_chestplate","count":1,"components":{"minecraft:damage":"34"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:diamond_helmet","count":1,"components":{"minecraft:damage":"34"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:torch","count":40,"schema_version":1}]}}}"
"2026-02-21T00:21:35Z";"DESTROY_CHEST";"{"chest":{"location":{"world":"world","x":-34.0,"y":59.0,"z":-245.0},"createdAt":1771632923422,"expireAt":1771633523422,"owner":{"name":"Knite6300","op":false,"id":"6da9d4c1-f01b-40d0-ba28-5d3a4772b5a6","entity-id":321,"location":{"world":"world","x":-33.779604617969,"y":58.0,"z":-245.7788027835664,"yaw":-23.698914,"pitch":50.25054}},"isProtected":false,"inventory":{"type":"CHEST","size":36,"content":[]}},"reason":"PLAYER","extra":{"player":{"name":"Knite6300","op":false,"id":"6da9d4c1-f01b-40d0-ba28-5d3a4772b5a6","entity-id":321,"location":{"world":"world","x":-33.779604617969,"y":58.0,"z":-245.7788027835664,"yaw":-23.698914,"pitch":50.25054}}}}"
"2026-02-21T01:56:47Z";"CREATE_CHEST";"{"chest":{"location":{"world":"world","x":-19.0,"y":10.0,"z":-107.0},"createdAt":1771639007777,"expireAt":1771639607777,"owner":{"name":"Cyamos","op":true,"id":"1de070bb-21b2-4a9f-be5e-93a0ec3683b4","entity-id":25341,"location":{"world":"world","x":-16.546442857835405,"y":10.019785636786832,"z":-107.08957319758319,"yaw":-123.63257,"pitch":3.9007874}},"isProtected":false,"inventory":{"type":"CHEST","size":27,"content":[{"DataVersion":4671,"id":"minecraft:copper_sword","count":1,"components":{"minecraft:damage":"48"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_axe","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:diamond_pickaxe","count":1,"components":{"minecraft:damage":"1"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:bucket","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:cooked_porkchop","count":5,"schema_version":1},{"DataVersion":4671,"id":"minecraft:shears","count":1,"components":{"minecraft:damage":"7"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:fishing_rod","count":1,"components":{"minecraft:enchantments":"{\"minecraft:unbreaking\":1}","minecraft:damage":"2"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:cooked_salmon","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:cooked_cod","count":11,"schema_version":1},{"DataVersion":4671,"id":"minecraft:spruce_log","count":11,"schema_version":1},{"DataVersion":4671,"id":"minecraft:spruce_boat","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:copper_ingot","count":40,"schema_version":1},{"DataVersion":4671,"id":"minecraft:coal","count":13,"schema_version":1},{"DataVersion":4671,"id":"minecraft:crafting_table","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_ingot","count":5,"schema_version":1},{"DataVersion":4671,"id":"minecraft:white_bed","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:furnace","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:dirt","count":40,"schema_version":1},{"DataVersion":4671,"id":"minecraft:copper_boots","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:copper_leggings","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:copper_chestplate","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:copper_helmet","count":1,"schema_version":1}]}}}"
"2026-02-21T01:58:04Z";"DESTROY_CHEST";"{"chest":{"location":{"world":"world","x":-19.0,"y":10.0,"z":-107.0},"createdAt":1771639007777,"expireAt":1771639607777,"owner":{"name":"Cyamos","op":true,"id":"1de070bb-21b2-4a9f-be5e-93a0ec3683b4","entity-id":25341,"location":{"world":"world","x":-16.703580705177142,"y":5.0252138881417485,"z":-107.51518748494573,"yaw":58.04942,"pitch":-20.999956}},"isProtected":false,"inventory":{"type":"CHEST","size":27,"content":[]}},"reason":"PLAYER","extra":{"player":{"name":"Cyamos","op":true,"id":"1de070bb-21b2-4a9f-be5e-93a0ec3683b4","entity-id":25341,"location":{"world":"world","x":-16.703580705177142,"y":5.0252138881417485,"z":-107.51518748494573,"yaw":58.04942,"pitch":-20.999956}}}}"
